,rgi_reg,model_author,temp_ch_ipcc,gcm_period_scenario,min_perc_change,resp_time_-50%,resp_time_-80%,resp_time_-90%,diff_resp_time_-50%,diff_resp_time_-80%,diff_resp_time_-90%
2494,RGI08,GloGEMflow3D,0.373094646035073,ukesm1-0-ll_1851-1870_hist,25,113.0,282.0,421.0,1.5,-10.0,-2.5
2495,RGI08,GloGEMflow3D,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,143.0,375.0,567.0,25.0,31.0,0.0
2496,RGI08,GloGEMflow3D,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,167.0,445.0,707.0,26.0,56.0,67.5
2497,RGI08,GloGEMflow3D,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,133.0,358.0,573.0,21.0,31.0,29.0
2498,RGI08,GloGEMflow3D,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,105.0,251.0,391.0,1.0,0.0,0.0
2499,RGI08,GloGEMflow3D,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,69.0,159.0,243.0,-3.0,-15.0,-45.0
2500,RGI08,GloGEMflow3D,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,61.0,141.0,204.0,1.0,6.0,6.0
2501,RGI08,GloGEMflow3D,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,87.0,222.0,341.0,0.0,0.0,0.0
2502,RGI08,GloGEMflow3D,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,61.0,139.0,203.0,0.0,3.0,9.0
2503,RGI08,GloGEMflow3D,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,81.0,197.0,300.0,0.0,6.0,0.0
2504,RGI08,GloGEMflow3D,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,88.0,217.0,331.0,9.0,0.0,0.0
2505,RGI08,GloGEMflow3D,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,76.0,171.0,270.0,6.0,0.0,0.0
2506,RGI08,GloGEMflow3D,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,78.0,173.0,254.0,7.0,0.0,0.0
2507,RGI08,GloGEMflow3D,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,94.0,219.0,342.0,3.0,0.0,0.0
2508,RGI08,GloGEMflow3D,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,55.0,132.0,192.0,0.0,2.0,2.0
2509,RGI08,GloGEMflow3D,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,71.0,168.0,252.0,3.0,3.0,0.0
2510,RGI08,GloGEMflow3D,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,108.0,295.0,483.0,8.0,0.0,2.0
2511,RGI08,GloGEMflow3D,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,69.0,173.0,263.0,0.0,0.0,0.0
2512,RGI08,GloGEMflow3D,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,83.0,199.0,299.0,7.0,17.0,19.0
2513,RGI08,GloGEMflow3D,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,59.0,130.0,186.0,2.0,3.0,0.0
2514,RGI08,GloGEMflow3D,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,54.0,128.0,187.0,0.0,0.0,0.0
2515,RGI08,GloGEMflow3D,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,57.0,136.0,202.0,1.0,0.0,2.0
2516,RGI08,GloGEMflow3D,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,88.0,212.0,332.0,5.0,11.0,13.0
2517,RGI08,GloGEMflow3D,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,50.0,120.0,183.0,0.0,0.0,0.0
2518,RGI08,GloGEMflow3D,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,108.0,274.0,448.0,0.0,0.0,15.0
2519,RGI08,GloGEMflow3D,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,50.0,120.0,180.0,1.0,1.0,4.0
2520,RGI08,GloGEMflow3D,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,58.0,142.0,221.0,1.0,0.0,0.0
2521,RGI08,GloGEMflow3D,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,51.0,115.0,169.0,0.0,0.0,0.0
2522,RGI08,GloGEMflow3D,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,80.0,211.0,324.0,3.0,0.0,0.0
2523,RGI08,GloGEMflow3D,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,54.0,128.0,189.0,0.0,0.0,0.0
2524,RGI08,GloGEMflow3D,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,59.0,131.0,181.0,9.0,14.0,9.0
2525,RGI08,GloGEMflow3D,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,46.0,101.0,150.0,2.0,2.0,4.0
2526,RGI08,GloGEMflow3D,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,31.0,65.0,91.0,4.0,4.0,6.0
2527,RGI08,GloGEMflow3D,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,53.0,124.0,188.0,2.0,0.0,0.0
2528,RGI08,GloGEMflow3D,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,53.0,125.0,192.0,4.0,0.0,2.0
2529,RGI08,GloGEMflow3D,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,28.0,62.0,91.0,0.0,0.0,0.0
2530,RGI08,GloGEMflow3D,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,32.0,74.0,106.0,0.0,3.0,4.0
2531,RGI08,GloGEMflow3D,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,35.0,82.0,120.0,0.0,2.0,2.0
2532,RGI08,GloGEMflow3D,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,32.0,74.0,109.0,0.0,0.0,0.0
2533,RGI08,GloGEMflow3D,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,26.0,57.0,81.0,0.0,3.0,7.0
2534,RGI08,GloGEMflow3D,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,33.0,79.0,113.0,0.0,0.0,0.0
2535,RGI08,GloGEMflow3D,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,22.0,47.0,65.0,0.0,0.0,1.0
2536,RGI08,GloGEMflow3D,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,30.0,67.0,95.0,3.0,5.0,7.0
2537,RGI08,GloGEMflow3D,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,27.0,57.0,81.0,0.0,0.0,3.0
2538,RGI08,GloGEMflow3D,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,25.0,55.0,77.0,1.0,3.0,5.0
2539,RGI08,GloGEMflow3D,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,17.0,37.0,50.0,0.0,3.0,4.0
2540,RGI08,GloGEMflow3D,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,17.0,36.0,48.0,1.0,3.0,4.0
2541,RGI08,GloGEMflow3D,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,45.0,104.0,159.0,5.0,3.0,5.0
2542,RGI08,GloGEMflow3D,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,30.0,66.0,95.0,2.0,5.0,8.0
2543,RGI08,GloGEMflow3D,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,17.0,35.0,48.0,0.0,1.0,2.0
2544,RGI08,GloGEMflow3D,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,24.0,51.0,71.0,1.0,2.0,3.0
2545,RGI08,GloGEMflow3D,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,29.0,67.0,94.0,1.0,3.0,1.0
2546,RGI08,GloGEMflow3D,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,25.0,56.0,80.0,1.0,4.0,7.0
2547,RGI08,GloGEMflow3D,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,33.0,79.0,116.0,1.0,2.0,4.0
2548,RGI08,GloGEMflow3D,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,17.0,34.0,47.0,2.0,2.0,4.0
2549,RGI08,GloGEMflow3D,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,34.0,77.0,114.0,3.0,1.0,5.0
2550,RGI08,GloGEMflow3D,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,20.0,45.0,62.0,0.0,3.0,3.0
2551,RGI08,GloGEMflow3D,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,21.0,47.0,64.0,0.0,3.0,2.0
2552,RGI08,GloGEMflow3D,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,16.0,34.0,46.0,1.0,2.0,3.0
2553,RGI08,GloGEMflow3D,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,13.0,27.0,36.0,1.0,3.0,5.0
2554,RGI08,GloGEMflow3D,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,29.0,71.0,105.0,0.0,0.0,2.0
2555,RGI08,GloGEMflow3D,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,14.0,29.0,39.0,1.0,3.0,4.0
2556,RGI08,GloGEMflow3D,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,11.0,22.0,29.0,1.0,3.0,4.0
2557,RGI08,GloGEMflow3D,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,10.0,18.0,23.0,0.0,2.0,2.0
2558,RGI08,GloGEMflow3D,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,12.0,23.0,30.0,2.0,2.0,3.0
2559,RGI08,GloGEMflow3D,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,10.0,15.0,20.0,0.0,1.0,2.0
2560,RGI08,OGGM_v16,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,70.0,162.0,222.0,-48.0,-182.0,-345.0
2561,RGI08,OGGM_v16,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,46.0,114.0,141.0,-66.0,-213.0,-403.0
2562,RGI08,OGGM_v16,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,73.0,201.0,313.0,-31.0,-50.0,-78.0
2563,RGI08,OGGM_v16,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,60.0,154.0,252.0,-12.0,-20.0,-36.0
2564,RGI08,OGGM_v16,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,50.0,114.0,161.0,-10.0,-21.0,-37.0
2565,RGI08,OGGM_v16,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,62.0,172.0,275.0,-25.0,-50.0,-66.0
2566,RGI08,OGGM_v16,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,47.0,107.0,152.0,-14.0,-29.0,-42.0
2567,RGI08,OGGM_v16,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,63.0,154.0,273.0,-18.0,-37.0,-27.0
2568,RGI08,OGGM_v16,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,48.0,118.0,170.0,-31.0,-99.0,-161.0
2569,RGI08,OGGM_v16,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,53.0,134.0,218.0,-17.0,-37.0,-52.0
2570,RGI08,OGGM_v16,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,57.0,143.0,235.0,-14.0,-30.0,-19.0
2571,RGI08,OGGM_v16,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,67.0,155.0,227.0,-24.0,-64.0,-115.0
2572,RGI08,OGGM_v16,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,46.0,107.0,151.0,-9.0,-23.0,-39.0
2573,RGI08,OGGM_v16,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,51.0,131.0,231.0,-17.0,-34.0,-21.0
2574,RGI08,OGGM_v16,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,75.0,213.0,405.0,-25.0,-82.0,-76.0
2575,RGI08,OGGM_v16,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,56.0,141.0,228.0,-13.0,-32.0,-35.0
2576,RGI08,OGGM_v16,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,59.0,147.0,220.0,-17.0,-35.0,-60.0
2577,RGI08,OGGM_v16,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,46.0,105.0,149.0,-11.0,-22.0,-37.0
2578,RGI08,OGGM_v16,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,37.0,97.0,148.0,-17.0,-31.0,-39.0
2579,RGI08,OGGM_v16,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,40.0,95.0,139.0,-16.0,-41.0,-61.0
2580,RGI08,OGGM_v16,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,60.0,169.0,319.0,-23.0,-32.0,0.0
2581,RGI08,OGGM_v16,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,36.0,88.0,134.0,-14.0,-32.0,-49.0
2582,RGI08,OGGM_v16,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,68.0,196.0,313.0,-40.0,-78.0,-120.0
2583,RGI08,OGGM_v16,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,35.0,85.0,129.0,-14.0,-34.0,-47.0
2584,RGI08,OGGM_v16,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,45.0,112.0,181.0,-12.0,-30.0,-40.0
2585,RGI08,OGGM_v16,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,38.0,95.0,142.0,-13.0,-20.0,-27.0
2586,RGI08,OGGM_v16,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,51.0,137.0,226.0,-26.0,-74.0,-98.0
2587,RGI08,OGGM_v16,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,36.0,92.0,134.0,-18.0,-36.0,-55.0
2588,RGI08,OGGM_v16,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,39.0,88.0,123.0,-11.0,-29.0,-49.0
2589,RGI08,OGGM_v16,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,35.0,85.0,125.0,-9.0,-14.0,-21.0
2590,RGI08,OGGM_v16,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,23.0,53.0,74.0,-4.0,-8.0,-11.0
2591,RGI08,OGGM_v16,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,41.0,101.0,154.0,-10.0,-23.0,-34.0
2592,RGI08,OGGM_v16,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,38.0,98.0,156.0,-11.0,-27.0,-34.0
2593,RGI08,OGGM_v16,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,22.0,50.0,71.0,-6.0,-12.0,-20.0
2594,RGI08,OGGM_v16,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,24.0,54.0,76.0,-8.0,-17.0,-26.0
2595,RGI08,OGGM_v16,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,29.0,70.0,100.0,-6.0,-10.0,-18.0
2596,RGI08,OGGM_v16,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,29.0,68.0,100.0,-3.0,-6.0,-9.0
2597,RGI08,OGGM_v16,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,21.0,48.0,67.0,-5.0,-6.0,-7.0
2598,RGI08,OGGM_v16,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,26.0,61.0,87.0,-7.0,-18.0,-26.0
2599,RGI08,OGGM_v16,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,18.0,40.0,56.0,-4.0,-7.0,-8.0
2600,RGI08,OGGM_v16,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,24.0,54.0,76.0,-3.0,-8.0,-12.0
2601,RGI08,OGGM_v16,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,22.0,50.0,71.0,-5.0,-7.0,-7.0
2602,RGI08,OGGM_v16,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,20.0,46.0,63.0,-4.0,-6.0,-9.0
2603,RGI08,OGGM_v16,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,14.0,31.0,43.0,-3.0,-3.0,-3.0
2604,RGI08,OGGM_v16,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,15.0,31.0,42.0,-1.0,-2.0,-2.0
2605,RGI08,OGGM_v16,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,33.0,80.0,120.0,-7.0,-21.0,-34.0
2606,RGI08,OGGM_v16,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,22.0,52.0,74.0,-6.0,-9.0,-13.0
2607,RGI08,OGGM_v16,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,14.0,29.0,41.0,-3.0,-5.0,-5.0
2608,RGI08,OGGM_v16,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,19.0,43.0,59.0,-4.0,-6.0,-9.0
2609,RGI08,OGGM_v16,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,21.0,50.0,73.0,-7.0,-14.0,-20.0
2610,RGI08,OGGM_v16,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,19.0,44.0,62.0,-5.0,-8.0,-11.0
2611,RGI08,OGGM_v16,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,25.0,57.0,84.0,-7.0,-20.0,-28.0
2612,RGI08,OGGM_v16,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,14.0,29.0,39.0,-1.0,-3.0,-4.0
2613,RGI08,OGGM_v16,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,24.0,54.0,77.0,-7.0,-22.0,-32.0
2614,RGI08,OGGM_v16,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,17.0,36.0,49.0,-3.0,-6.0,-10.0
2615,RGI08,OGGM_v16,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,19.0,40.0,56.0,-2.0,-4.0,-6.0
2616,RGI08,OGGM_v16,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,14.0,29.0,41.0,-1.0,-3.0,-2.0
2617,RGI08,OGGM_v16,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,11.0,23.0,31.0,-1.0,-1.0,0.0
2618,RGI08,OGGM_v16,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,21.0,52.0,75.0,-8.0,-19.0,-28.0
2619,RGI08,OGGM_v16,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,12.0,25.0,34.0,-1.0,-1.0,-1.0
2620,RGI08,OGGM_v16,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,10.0,19.0,25.0,0.0,0.0,0.0
2621,RGI08,OGGM_v16,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,10.0,16.0,21.0,0.0,0.0,0.0
2622,RGI08,OGGM_v16,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,10.0,20.0,27.0,0.0,-1.0,0.0
2623,RGI08,OGGM_v16,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,10.0,14.0,18.0,0.0,0.0,0.0
2624,RGI08,PyGEM-OGGM_v13,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,74.0,185.0,293.0,-44.0,-159.0,-274.0
2625,RGI08,PyGEM-OGGM_v13,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,66.0,185.0,313.0,-75.0,-204.0,-326.5
2626,RGI08,PyGEM-OGGM_v13,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,61.0,158.0,254.0,-51.0,-169.0,-290.0
2627,RGI08,PyGEM-OGGM_v13,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,65.0,121.0,155.0,-39.0,-130.0,-236.0
2628,RGI08,PyGEM-OGGM_v13,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,75.0,192.0,321.0,3.0,18.0,33.0
2629,RGI08,PyGEM-OGGM_v13,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,32.0,72.0,102.0,-28.0,-63.0,-96.0
2630,RGI08,PyGEM-OGGM_v13,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,39.0,102.0,159.0,-48.0,-120.0,-182.0
2631,RGI08,PyGEM-OGGM_v13,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,33.0,74.0,106.0,-28.0,-62.0,-88.0
2632,RGI08,PyGEM-OGGM_v13,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,38.0,97.0,146.0,-43.0,-94.0,-154.0
2633,RGI08,PyGEM-OGGM_v13,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,42.0,102.0,152.0,-37.0,-115.0,-179.0
2634,RGI08,PyGEM-OGGM_v13,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,34.0,80.0,118.0,-36.0,-91.0,-152.0
2635,RGI08,PyGEM-OGGM_v13,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,34.0,77.0,110.0,-37.0,-96.0,-144.0
2636,RGI08,PyGEM-OGGM_v13,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,44.0,110.0,163.0,-47.0,-109.0,-179.0
2637,RGI08,PyGEM-OGGM_v13,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,32.0,78.0,109.0,-23.0,-52.0,-81.0
2638,RGI08,PyGEM-OGGM_v13,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,30.0,73.0,110.0,-38.0,-92.0,-142.0
2639,RGI08,PyGEM-OGGM_v13,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,44.0,103.0,160.0,-56.0,-192.0,-321.0
2640,RGI08,PyGEM-OGGM_v13,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,38.0,93.0,143.0,-31.0,-80.0,-120.0
2641,RGI08,PyGEM-OGGM_v13,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,39.0,100.0,156.0,-37.0,-82.0,-124.0
2642,RGI08,PyGEM-OGGM_v13,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,31.0,72.0,102.0,-26.0,-55.0,-84.0
2643,RGI08,PyGEM-OGGM_v13,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,33.0,89.0,134.0,-21.0,-39.0,-53.0
2644,RGI08,PyGEM-OGGM_v13,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,42.0,98.0,141.0,-14.0,-38.0,-59.0
2645,RGI08,PyGEM-OGGM_v13,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,42.0,106.0,165.0,-41.0,-95.0,-154.0
2646,RGI08,PyGEM-OGGM_v13,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,37.0,93.0,144.0,-13.0,-27.0,-39.0
2647,RGI08,PyGEM-OGGM_v13,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,69.0,210.0,400.0,-39.0,-64.0,-33.0
2648,RGI08,PyGEM-OGGM_v13,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,36.0,91.0,143.0,-13.0,-28.0,-33.0
2649,RGI08,PyGEM-OGGM_v13,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,27.0,64.0,95.0,-30.0,-78.0,-126.0
2650,RGI08,PyGEM-OGGM_v13,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,28.0,63.0,91.0,-23.0,-52.0,-78.0
2651,RGI08,PyGEM-OGGM_v13,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,52.0,174.0,305.0,-25.0,-37.0,-19.0
2652,RGI08,PyGEM-OGGM_v13,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,25.0,62.0,93.0,-29.0,-66.0,-96.0
2653,RGI08,PyGEM-OGGM_v13,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,31.0,69.0,98.0,-19.0,-48.0,-74.0
2654,RGI08,PyGEM-OGGM_v13,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,21.0,49.0,70.0,-23.0,-50.0,-76.0
2655,RGI08,PyGEM-OGGM_v13,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,23.0,54.0,75.0,-4.0,-7.0,-10.0
2656,RGI08,PyGEM-OGGM_v13,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,26.0,59.0,86.0,-25.0,-65.0,-102.0
2657,RGI08,PyGEM-OGGM_v13,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,27.0,63.0,91.0,-22.0,-62.0,-99.0
2658,RGI08,PyGEM-OGGM_v13,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,22.0,52.0,75.0,-6.0,-10.0,-16.0
2659,RGI08,PyGEM-OGGM_v13,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,27.0,64.0,91.0,-5.0,-7.0,-11.0
2660,RGI08,PyGEM-OGGM_v13,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,28.0,67.0,97.0,-7.0,-13.0,-21.0
2661,RGI08,PyGEM-OGGM_v13,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,20.0,42.0,57.0,-12.0,-32.0,-52.0
2662,RGI08,PyGEM-OGGM_v13,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,19.0,43.0,60.0,-7.0,-11.0,-14.0
2663,RGI08,PyGEM-OGGM_v13,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,20.0,46.0,64.0,-13.0,-33.0,-49.0
2664,RGI08,PyGEM-OGGM_v13,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,17.0,38.0,54.0,-5.0,-9.0,-10.0
2665,RGI08,PyGEM-OGGM_v13,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,18.0,39.0,53.0,-9.0,-23.0,-35.0
2666,RGI08,PyGEM-OGGM_v13,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,16.0,34.0,47.0,-11.0,-23.0,-31.0
2667,RGI08,PyGEM-OGGM_v13,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,17.0,36.0,49.0,-7.0,-16.0,-23.0
2668,RGI08,PyGEM-OGGM_v13,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,14.0,29.0,40.0,-3.0,-5.0,-6.0
2669,RGI08,PyGEM-OGGM_v13,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,14.0,30.0,40.0,-2.0,-3.0,-4.0
2670,RGI08,PyGEM-OGGM_v13,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,22.0,50.0,70.0,-18.0,-51.0,-84.0
2671,RGI08,PyGEM-OGGM_v13,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,19.0,47.0,66.0,-9.0,-14.0,-21.0
2672,RGI08,PyGEM-OGGM_v13,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,13.0,27.0,38.0,-4.0,-7.0,-8.0
2673,RGI08,PyGEM-OGGM_v13,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,14.0,31.0,42.0,-9.0,-18.0,-26.0
2674,RGI08,PyGEM-OGGM_v13,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,17.0,35.0,49.0,-11.0,-29.0,-44.0
