year,incumbent_hindcast_cm,stock_hindcast_cm,A_hindcast_cm,B_hindcast_cm,A+B_hindcast_cm,A+B'_hindcast_cm,A+B+C_hindcast_cm,A+B'+C_hindcast_cm,A+B+C+D_hindcast_cm,A+B'+C+D_hindcast_cm,A+B'+C+D2_hindcast_cm
2225,21.8189758,9.68893889,3.17602197,9.69060964,3.61177159,1.65812059,25.3996412,16.9383377,16.2583073,16.5684721,12.3541474
2226,21.9386869,9.71109999,3.1761345,9.71014081,3.61273335,1.65812059,25.5165366,17.0140097,16.3307724,16.6423188,12.4072876
2227,22.0583105,9.72829613,3.17624372,9.72551573,3.6136807,1.65812059,25.6334137,17.0896817,16.4032374,16.7161655,12.4604277
2228,22.1778278,9.7414388,3.17634975,9.73769014,3.61461387,1.65812059,25.7502721,17.1653537,16.4757025,16.7900122,12.5135678
2229,22.2972248,9.75130095,3.17645267,9.74721678,3.61553306,1.65812059,25.8671114,17.2410257,16.5481676,16.8638589,12.566708
2230,22.4166014,9.76109508,3.17655257,9.75784597,3.6164385,1.65812059,25.9839337,17.3166978,16.6206326,16.9377056,12.6198481
2231,22.5359721,9.77117948,3.17664955,9.76888076,3.6173304,1.65812059,26.1007394,17.3923699,16.6930977,17.0115523,12.6729883
2232,22.6554622,9.78439894,3.17674369,9.78371998,3.61820898,1.65812059,26.217531,17.4680422,16.7655628,17.085399,12.7261284
2233,22.77507,9.79987129,3.17683506,9.80027481,3.61907444,1.65812059,26.3343083,17.5437146,16.8380278,17.1592457,12.7792685
2234,22.8947609,9.81617698,3.17692376,9.81694123,3.61992697,1.65812059,26.4510705,17.619387,16.9104929,17.2330925,12.8324087
2235,23.0147268,9.8375979,3.17700987,9.83980145,3.62076679,1.65812059,26.5678212,17.6950597,16.9829579,17.3069392,12.8855488
2236,23.1348614,9.8602464,3.17709344,9.86251181,3.62159409,1.65812059,26.6845581,17.7707325,17.055423,17.3807859,12.938689
2237,23.2549209,9.87806128,3.17717457,9.87845126,3.62240907,1.65812059,26.8012768,17.8464053,17.1278881,17.4546326,12.9918291
2238,23.3749147,9.89258693,3.17725333,9.89182113,3.6232119,1.65812059,26.9179776,17.9220781,17.2003531,17.5284793,13.0449692
2239,23.4948615,9.90516732,3.17732977,9.90404587,3.62400278,1.65812059,27.0346605,17.9977509,17.2728182,17.602326,13.0981094
2240,23.6147551,9.91618953,3.17740398,9.91505596,3.6247819,1.65812059,27.1513257,18.0734238,17.3452833,17.6761727,13.1512495
2241,23.7345384,9.92474098,3.17747601,9.92342999,3.62554943,1.65812059,27.267972,18.1490967,17.4177483,17.7500194,13.2043897
2242,23.8546054,9.94077397,3.17754593,9.9422663,3.62630554,1.65812059,27.3846062,18.2247698,17.4902134,17.8238661,13.2575298
2243,23.9746877,9.95591535,3.1776138,9.95741457,3.62705043,1.65812059,27.5012238,18.3004429,17.5626784,17.8977128,13.3106699
2244,24.0950572,9.97683911,3.17767968,9.97999587,3.62778425,1.65812059,27.6178291,18.3761162,17.6351435,17.9715595,13.3638101
2245,24.2156526,10.0005162,3.17774363,10.0041864,3.62850719,1.65812059,27.734421,18.4517895,17.7076086,18.0454063,13.4169502
2246,24.336376,10.0238667,3.17780571,10.0268794,3.62921939,1.65812059,27.8509977,18.527463,17.7800736,18.119253,13.4700904
2247,24.4571979,10.0462782,3.17786597,10.0484902,3.62992103,1.65812059,27.9675588,18.6031366,17.8525387,18.1930997,13.5232305
2248,24.5779033,10.0629096,3.17792446,10.0631144,3.63061227,1.65812059,28.084101,18.6788101,17.9250038,18.2669464,13.5763706
2249,24.6985995,10.0779138,3.17798124,10.0777547,3.63129327,1.65812059,28.2006259,18.7544837,17.9974688,18.3407931,13.6295108
2250,24.8191638,10.088832,3.17803636,10.0879111,3.63196418,1.65812059,28.3171315,18.8301573,18.0699339,18.4146398,13.6826509
2251,24.9396811,10.098818,3.17808986,10.0982834,3.63262516,1.65812059,28.4336193,18.9058309,18.142399,18.4884865,13.7357911
2252,25.0603483,10.1128124,3.1781418,10.1141897,3.63327635,1.65812059,28.5500922,18.9815046,18.214864,18.5623332,13.7889312
2253,25.180969,10.1250301,3.17819221,10.1263345,3.63391791,1.65812059,28.6665471,19.0571783,18.2873291,18.6361799,13.8420713
2254,25.3014102,10.1328009,3.17824114,10.1331261,3.63454998,1.65812059,28.7829822,19.132852,18.3597941,18.7100266,13.8952115
2255,25.4220586,10.1465761,3.17828864,10.1491906,3.63517271,1.65812059,28.8994031,19.2085258,18.4322592,18.7838734,13.9483516
2256,25.5429465,10.1654692,3.17833475,10.1698584,3.63578624,1.65812059,29.0158102,19.2841997,18.5047243,18.8577201,14.0014918
2257,25.6639562,10.185239,3.17837951,10.1896409,3.6363907,1.65812059,29.1322017,19.3598737,18.5771893,18.9315668,14.0546319
2258,25.7851765,10.2077744,3.17842296,10.2125521,3.63698623,1.65812059,29.2485789,19.4355478,18.6496544,19.0054135,14.107772
2259,25.9063719,10.2266507,3.17846513,10.2298499,3.63757298,1.65812059,29.3649385,19.511222,18.7221195,19.0792602,14.1609122
2260,26.0274772,10.2413365,3.17850607,10.2430534,3.63815106,1.65812059,29.4812795,19.5868961,18.7945845,19.1531069,14.2140523
2261,26.1484749,10.2525924,3.17854581,10.2534925,3.63872061,1.65812059,29.5976018,19.6625702,18.8670496,19.2269536,14.2671925
2262,26.2694183,10.2626601,3.17858438,10.2637374,3.63928177,1.65812059,29.7139059,19.7382444,18.9395147,19.3008003,14.3203326
2263,26.3902712,10.2710113,3.17862183,10.2722228,3.63983465,1.65812059,29.8301915,19.8139186,19.0119797,19.374647,14.3734727
2264,26.5110175,10.2777414,3.17865817,10.2791445,3.64037938,1.65812059,29.9464583,19.8895928,19.0844448,19.4484937,14.4266129
2265,26.6315911,10.2817195,3.17869346,10.2830075,3.64091609,1.65812059,30.0627055,19.9652669,19.1569098,19.5223404,14.479753
2266,26.7523006,10.2911332,3.1787277,10.2947706,3.64144489,1.65812059,30.1789371,20.0409412,19.2293749,19.5961872,14.5328932
2267,26.8732948,10.3080441,3.17876095,10.3142562,3.64196591,1.65812059,30.2951554,20.1166155,19.30184,19.6700339,14.5860333
2268,26.9943647,10.3253063,3.17879322,10.3313128,3.64247925,1.65812059,30.4113574,20.1922899,19.374305,19.7438806,14.6391734
2269,27.1155227,10.3431217,3.17882454,10.3487711,3.64298504,1.65812059,30.5275433,20.2679644,19.4467701,19.8177273,14.6923136
2270,27.2368245,10.3626847,3.17885495,10.3683884,3.64348338,1.65812059,30.6437139,20.3436389,19.5160942,19.891574,14.7454537
2271,27.3581237,10.3799572,3.17888447,10.3845415,3.6439744,1.65812059,30.759867,20.4193135,19.5751836,19.9654207,14.7985939
2272,27.4792091,10.3904761,3.17891312,10.3928563,3.6444582,1.65812059,30.876,20.494988,19.6254716,20.0392674,14.851734
2273,27.6001883,10.3987736,3.17894093,10.4008304,3.64493488,1.65812059,30.9921142,20.5706626,19.6683116,20.1131141,14.9048741
2274,27.7212204,10.4093318,3.17896793,10.4126851,3.64540455,1.65812059,31.1082119,20.6463372,19.7048774,20.1869608,14.9580143
2275,27.8421475,10.4176806,3.17899413,10.4208573,3.64586733,1.65812059,31.2242908,20.7220118,19.7360358,20.2608075,15.0111544
2276,27.9629729,10.4245337,3.17901957,10.4277227,3.64632331,1.65812059,31.3403511,20.7976864,19.7625922,20.3346543,15.0642946
2277,28.0840601,10.4391397,3.17904426,10.445108,3.64677258,1.65812059,31.4563976,20.8733611,19.7853828,20.408501,15.1174347
2278,28.2051529,10.4530664,3.17906823,10.4588157,3.64721527,1.65812059,31.5724269,20.9490359,19.8048605,20.4823477,15.1705748
2279,28.3261854,10.4649065,3.1790915,10.4698495,3.64765145,1.65812059,31.6884382,21.0247107,19.8214903,20.5561944,15.223715
2280,28.4473839,10.4807694,3.17911409,10.4868803,3.64808123,1.65812059,31.8044344,21.1003855,19.8357909,20.6300411,15.2768551
2281,28.5683633,10.4901208,3.17913601,10.494159,3.64850471,1.65812059,31.9204104,21.1760603,19.8479468,20.7038878,15.3299953
2282,28.6892141,10.4970352,3.17915729,10.5005479,3.64892197,1.65812059,32.0363674,21.2517351,19.8583146,20.7777345,15.3831354
2283,28.8099659,10.5029322,3.17917795,10.5066556,3.64933311,1.65812059,32.1523058,21.32741,19.8671728,20.8515812,15.4362755
2284,28.9307035,10.5101658,3.179198,10.5148454,3.64973822,1.65812059,32.2682267,21.4030848,19.8747816,20.9254279,15.4894157
2285,29.0514204,10.5181973,3.17921746,10.5235113,3.65013739,1.65812059,32.3841301,21.4787597,19.8813241,20.9992746,15.5425558
2286,29.1720447,10.5250431,3.17923636,10.5302413,3.65053071,1.65812059,32.500015,21.5544346,19.8869285,21.0731213,15.595696
2287,29.2928556,10.5378692,3.1792547,10.5450508,3.65091827,1.65812059,32.6158854,21.6301095,19.8918534,21.1469681,15.6488361
2288,29.4136119,10.5490579,3.1792725,10.5555953,3.65130015,1.65812059,32.7317377,21.7057845,19.8960972,21.2208148,15.7019762
2289,29.5344902,10.5634111,3.17928979,10.5706894,3.65167643,1.65812059,32.8475746,21.7814596,19.8998376,21.2946615,15.7551164
2290,29.6555772,10.5821565,3.17930656,10.5904121,3.6520472,1.65812059,32.9633974,21.8571347,19.9031887,21.3685082,15.8082565
2291,29.7766207,10.5978265,3.17932284,10.6045839,3.65241254,1.65812059,33.0792024,21.9328098,19.9060988,21.4423549,15.8613967
2292,29.897579,10.6102859,3.17933865,10.6157436,3.65277253,1.65812059,33.1949891,22.008485,19.9086153,21.5162016,15.9145368
2293,30.0184264,10.6198384,3.17935399,10.6244898,3.65312726,1.65812059,33.3107571,22.0841602,19.9107854,21.5900483,15.9676769
2294,30.1391891,10.6279614,3.17936889,10.6325483,3.65347678,1.65812059,33.4265067,22.1598353,19.912672,21.663895,16.0208171
2295,30.2596513,10.6297732,3.17938335,10.6329958,3.6538212,1.65812059,33.5422349,22.2355105,19.9142217,21.7377417,16.0739572
2296,30.3800081,10.6318856,3.17939738,10.6360551,3.65416057,1.65812059,33.6579444,22.3111856,19.9155708,21.8115884,16.1270974
2297,30.5002176,10.6331828,3.179411,10.6379478,3.65449498,1.65812059,33.7736347,22.3868607,19.9167306,21.8854351,16.1802375
2298,30.6207386,10.6451958,3.17942423,10.6538074,3.6548245,1.65812059,33.8893125,22.462536,19.9179339,21.9592819,16.2333776
2299,30.741354,10.6594848,3.17943706,10.6685915,3.65514919,1.65812059,34.0049747,22.5382113,19.9190794,22.0331286,16.2865178
2300,30.8621481,10.6774784,3.17944952,10.6870848,3.65546914,1.65812059,34.1206226,22.6138866,19.920216,22.1069753,16.3396579
