year,model,member,scenario,tas_global_K,gsat_anom_C,gsat_anom_C_11yr,gis_anom_C,gis_anom_C_11yr,amp_11yr,source,basis
2098,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.65293649103353,6.673239355550891,6.6085997765105216,10.399588445039228,10.640752807825312,1.6101372707795978,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2099,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.89112806264393,6.911430927161291,6.708845398075875,11.267469166541389,10.784720880452797,1.6075375478984657,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2100,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.72890356157365,6.749206426091007,6.802335097977856,10.696262023281236,10.87976178104372,1.5994157336174115,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2101,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.8343958814464,6.854698745963788,6.85165315205648,11.419254328190448,11.013147363581611,1.6073708226570234,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2102,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.83221549765983,6.852518362177193,6.90588062969882,11.432739143902552,11.11232664389326,1.609110733264715,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2103,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.9818209558129,7.002123820330269,7.007450121858204,11.45597945616936,11.182072925899298,1.595740637670652,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2104,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.1532252359496,7.173528100466967,7.102736932298135,10.661876256806522,11.342168832324443,1.596872999864098,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2105,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.16981683046475,7.190119694982116,7.164538110840479,11.078431053908957,11.429871659916154,1.5953396413122443,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2106,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.96025501700257,6.980557881519928,7.263927843011857,11.975519011300491,11.52565566855773,1.5866974339022104,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2107,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.1216065650861,7.141909429603459,7.363477576538617,11.725656791822757,11.55224916170769,1.5688577905791774,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2108,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.532315732076,7.552618596593334,7.451496680188055,10.890026507929349,11.630249228198062,1.5607937206924378,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2109,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.7010914058728,7.721394270390135,7.53592011973638,12.16064341571581,11.704179936571046,1.5531188959816733,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2110,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.5709410266097,7.591243891127078,7.628835917599934,12.232200270050214,11.789247472574324,1.5453533933501187,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2111,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.8221906154588,7.842493479976156,7.6980793616112555,11.749886118338566,11.930087699846835,1.5497485982464325,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2112,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.9294429502408,7.94974581475816,7.7776200520597065,11.711782752840008,11.980021198263076,1.5403196759515747,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2113,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.80042563780364,7.820728502321003,7.860907459116979,12.290739875296651,12.040754523688742,1.5317257691062156,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2114,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.9104787908445,7.930781655361841,7.910569190881068,12.269217248272184,12.23061538255036,1.5461106637748947,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2115,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.1752990124487,8.195601876966066,7.955203193478894,11.597619152842583,12.216728036523627,1.5356902569802398,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2116,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.9314947145893,7.951797579106653,8.038790727082016,12.627673553906561,12.233789322801918,1.5218444835971785,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2117,IPSL-CM6A-LR,r1i1p1f1,ssp585,293.83520261193553,7.85550547645289,8.076490181953261,12.52478749387916,12.343130544913064,1.5282790255219423,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2118,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.0377680427161,8.058070907233457,8.104245015251779,12.393723371505075,12.402177105174154,1.5303309662817306,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2119,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.07859478148094,8.098897645998306,8.184790416121974,12.97849595540714,12.535247117585435,1.5315293954130038,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2120,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.19206543444886,8.212368298966226,8.238394574345364,12.007882609421756,12.50814431859692,1.5182744897346503,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2121,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.49040389624406,8.510706760761423,8.27148534761306,12.419874419111409,12.634686355432079,1.5274990916931415,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2122,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.2368846190425,8.257187483559846,8.35021988089128,12.95263956156117,12.74209863063797,1.52595965284664,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2123,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.2347461165245,8.255048981041853,8.43974494522437,12.361294915711994,12.855911042860653,1.52325824136844,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2124,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.6864250473758,8.706727911893154,8.498047287708697,13.754510011820742,12.917722639952052,1.520081284865975,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2125,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.50012453130176,8.520427395819127,8.562938963115108,11.97108645939852,12.873945126299521,1.5034493626258563,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2126,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.53929751839337,8.55960038291073,8.641093248690565,12.989581558029329,12.959019315049597,1.4996967330509194,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2127,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.7975745806497,8.817877445167085,8.705063530543173,13.80920858117139,13.049548907966994,1.4990756658099584,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2128,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.8199783195995,8.840281184116861,8.794844275884229,13.776724028328658,13.15186876920862,1.4954066674348636,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2129,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.6790938100437,8.699396674561058,8.871631886702021,13.073650939510458,13.31581322247025,1.5009429372773861,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2130,IPSL-CM6A-LR,r1i1p1f1,ssp585,294.7924032109515,8.812706075468839,8.940342671984075,12.496943305229308,13.351491940555805,1.4933982320828416,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2131,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.05176257577887,9.072065440296228,9.014744410186587,12.943698685672587,13.542813968079729,1.502295944494717,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2132,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.19407699662275,9.214379861140117,9.079730747867535,13.415699941202774,13.628883302840533,1.501022847625896,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2133,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.2244728177941,9.244775682311456,9.130546487880462,14.078158035219076,13.625790518893082,1.4923302276571764,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2134,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.0794098355202,9.099712700037571,9.181509686755335,14.16468390158991,13.669425050933425,1.488799284354301,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2135,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.4422436854784,9.46254654999575,9.261530699441261,14.146975910761853,13.764666586888211,1.4862193986700944,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2136,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.3185436515294,9.338846516046772,9.336070475679678,14.07562876216167,13.889922034336537,1.4877696211183895,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2137,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.2541472328838,9.274450097401143,9.383228755032581,13.93634424039817,13.99839012244821,1.4918521638876536,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2138,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.3565477207919,9.376850585309285,9.43174416467242,13.775187957749438,14.072842683805748,1.4920721383131919,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2139,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.3805735072231,9.40087637174048,9.493142846971523,14.25670388077242,14.103690902215812,1.4856714082539202,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2140,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.55932494958887,9.579627814106232,9.56882606405718,14.121307835013113,14.182296275294185,1.4821354448657305,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2141,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.61234074957406,9.632643614091421,9.60051945283892,13.874753227160909,14.258722141921469,1.4852031925944482,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2142,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.5705036486608,9.590806513178165,9.649238307629021,14.136847654900976,14.289079821405902,1.4808505465253627,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2143,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.727746502661,9.74804936717834,9.720740329966624,14.234678116135683,14.326483999553545,1.473805853592093,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2144,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.89985832308423,9.920161187601593,9.781049205336569,14.417488437729787,14.393672362913776,1.4715877674003057,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2145,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.91192522346245,9.932228087979809,9.837555072083541,15.029343005452006,14.36173010802785,1.4598881533870909,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2146,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.7908709620775,9.811173826594882,9.89068384516368,14.98766044366198,14.454229555569022,1.4613984009444212,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2147,IPSL-CM6A-LR,r1i1p1f1,ssp585,295.85445105422053,9.874753918737895,9.939136514225186,14.409563236490442,14.525972743439622,1.4614924266961844,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2148,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.0406694785974,10.06097234311477,10.004868715469451,14.347790200022246,14.529509179637506,1.4522438617482396,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2149,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.0199453498613,10.040248214378664,10.057590024375264,14.514259954711974,14.588523642672039,1.450498937351368,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2150,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.0021380414398,10.022440905957183,10.097665421174689,13.905339077027236,14.666481531503274,1.4524626158386897,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2151,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.1437414534704,10.16404431798776,10.131729179753314,15.138801757966007,14.65987427814767,1.4469271748245256,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2152,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.14532010925063,10.165622973767995,10.203562823638936,14.663928293737513,14.653135665467186,1.436080310253961,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2153,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.2935578623477,10.313860726865073,10.26461800681717,14.175748453077688,14.645758631559358,1.4268196460727995,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2154,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.3076809006249,10.327983765142278,10.30409990387872,14.883837209515548,14.654275498482361,1.4221790971733617,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2155,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.3406876878779,10.360990552395265,10.36357684003999,15.27502521487338,14.631441631966124,1.4118138802654612,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2156,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.28662656782734,10.306929432344702,10.438018870977011,14.95666321854037,14.714822890298054,1.4097333097579205,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2157,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.58104104481936,10.60134390933672,10.481311520028477,14.913535704176638,14.730676641931877,1.4054230344917613,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2158,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.5260580691811,10.546360933698452,10.535701872894089,14.328415863504347,14.767933112547444,1.4017037773764178,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2159,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.47497034627446,10.495273210791822,10.59013321876799,14.441475736175278,14.95327194116573,1.412000362249015,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2160,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.67419164763527,10.69449451215263,10.645963457784138,14.263087423033369,14.939628407676077,1.4033138914028949,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2161,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.82100038174707,10.841303246264431,10.700852046309334,14.822532918678462,14.93111877053018,1.395320550729401,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2162,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.6199605930365,10.640263457553885,10.776705358312908,15.313193025938062,14.952501431382386,1.3874835521830764,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2163,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.74361399077236,10.763916855289722,10.824630370224027,15.073749470508744,14.89513491159485,1.3760409734237031,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2164,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.89230266696063,10.912605531477993,10.880271241767208,16.21447556787882,15.077456147048183,1.3857610542987948,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2165,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.92181352980253,10.942116394319896,10.932558715406655,14.733758341129374,15.2146545611212,1.3916828582571454,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2166,IPSL-CM6A-LR,r1i1p1f1,ssp585,296.94446216165505,10.964765026172415,10.9642964556528,15.181419206268515,15.298085184909223,1.3952637314017604,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2167,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.12101299986665,11.141315864384012,11.000127189039192,15.191872487914623,15.417540911060314,1.4015784223315841,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2168,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.1082161758417,11.128519040359038,11.053698966781859,14.282503986513746,15.390471212812052,1.3923367425748512,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2169,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.1381076561561,11.158410520673442,11.09800586720185,16.333949453491016,15.39889886005875,1.387537458920202,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2170,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.05013255630837,11.070435420825731,11.13498616941643,15.950658290978481,15.411960106490234,1.3841023124771383,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2171,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.0233067903429,11.043609654860234,11.179558430923288,15.1808242847016,15.553368666779,1.3912328257757933,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2172,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.2151384489974,11.235441313514741,11.216585397164192,16.136545906340473,15.591000310485283,1.3899952399441495,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2173,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.20925014820585,11.229553012723215,11.25807759709559,15.015426345207175,15.68588891503419,1.393300834867305,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2174,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.23098989539227,11.251292759909632,11.306995453425486,15.166453590222432,15.884846690814697,1.404868937663041,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2175,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.299085991321,11.319388855838383,11.362725801244158,16.35814927862515,15.804707791350118,1.3909257398096844,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2176,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.41210840637797,11.43241127089533,11.44043042613007,16.289252504305807,15.837301391910506,1.3843274074494551,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2177,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.351758790305,11.372061654822346,11.51296907850289,15.595367287037618,15.941968621781298,1.3846965550831083,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2178,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.57742719911204,11.597730063629399,11.570858597817153,16.235647137952583,15.983544977236095,1.3813620520996943,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2179,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.64631259547053,11.666615459987895,11.641245222847461,16.47103952009934,15.973534903460616,1.372150023273324,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2180,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.7511414821615,11.771444346678834,11.711895570779069,15.452421559380639,15.983868117200313,1.364755006617351,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2181,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.9048834300534,11.925186294570779,11.767716208191644,16.30918789714275,15.951019054631058,1.3554897800413788,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2182,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.82123196644386,11.841534830961223,11.80466758890722,16.332163813280317,15.912835442327497,1.3480121589599607,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2183,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.8519231614543,11.872226025971656,11.86167217447105,16.59388581634323,15.940266892842022,1.343846521669096,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2184,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.98350302353924,12.003805888056604,11.905908524172327,14.905315533676912,15.955478968672047,1.3401311572550687,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2185,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.00814372263994,12.028446587157305,11.946486458346582,15.280118941359092,15.954179807733272,1.3354704635007273,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2186,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.91311300285935,11.93341586737671,11.979887054954396,15.996809590363341,16.054755227106625,1.3401424532184574,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2187,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.8185735942493,11.838876458766663,11.997603806211652,15.86923276896664,16.08005347483081,1.3402720855397396,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2188,IPSL-CM6A-LR,r1i1p1f1,ssp585,297.9788092315071,11.999112096024476,12.035302352678038,15.897113242697401,16.046297828510912,1.3332691907769452,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2189,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.0640270458261,12.084329910343456,12.0765892420939,16.402979972082846,15.968538062808017,1.322272186516738,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2190,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.09266987138733,12.112972735904691,12.093472290158234,16.456748749772828,16.11166733234161,1.3322614833668092,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2191,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.11854804484744,12.138850909364805,12.110725974340395,16.55875117248752,16.16808211256699,1.3350217110702627,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2192,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.0997676938832,12.120070558400585,12.1362813035701,16.58746862210876,16.264056771499977,1.340118638047358,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2193,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.2359159775741,12.25621884209147,12.186492592306912,15.960851703761477,16.32744866608839,1.3397988422358358,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2194,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.3060789450288,12.326381809546149,12.223419994824859,15.738528393611375,16.397624949669193,1.3414923938318086,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2195,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.1692165522469,12.189519416764256,12.251478675647862,16.479737498546456,16.39967187526428,1.3385871460448067,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2196,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.1979342486437,12.21823711316108,12.278720934974558,15.900681523838216,16.42889059684477,1.3379969040626145,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2197,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.1942216243861,12.214524488903464,12.32092160634008,17.05253083862624,16.441844672090728,1.3344654886555003,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2198,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.37089777035425,12.391200634871609,12.354370023904979,16.56654360943918,16.365167177018574,1.3246460277094614,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2199,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.3850106592045,12.405313523721873,12.382805278533882,16.669052362086234,16.40381163828006,1.3247249931900944,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2200,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.37267253487914,12.392975399396505,12.408844917491448,16.425496153628785,16.5408487498251,1.3329885948134623,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2201,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.392334723981,12.412637588498342,12.443423464477952,16.778154687158235,16.51085665550456,1.3268741277380656,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2202,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.5827554298682,12.603058294385562,12.477297322183027,16.701246000193066,16.544658634712277,1.325980956252281,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2203,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.4677002870971,12.488003151614464,12.510451143798445,15.744016176315029,16.56523941564888,1.3241120743963284,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2204,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.54870377849204,12.569006643009402,12.561425090961166,16.38594077763787,16.661546235494917,1.3264057314232665,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2205,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.592514973562,12.612817838079366,12.59601727902182,17.245936620606756,16.74091398964881,1.3290640699207483,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2206,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.54958056909845,12.569883433615814,12.635146330603716,16.149824461020557,16.788346319646948,1.3287021677765396,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2207,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.5705466833995,12.59084954791689,12.687285942764474,16.2725032951231,16.904033256363572,1.3323600754820142,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2208,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.5589136621557,12.579216526673065,12.71141791822155,17.278919428928873,16.94314012936062,1.3329071735634612,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2209,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.9316111891442,12.95191405366154,12.750821266100145,17.62591862774559,17.05265668490568,1.3373771248948938,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2210,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.7655247278717,12.785827592389069,12.798583304761591,17.54209765777904,17.118771103617902,1.3375520318134764,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2211,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.80309210228,12.823394966797366,12.835432630026007,16.947251783608294,17.111209283575132,1.3331229088100056,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2212,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.9658704577493,12.986173322266666,12.878240087933953,18.050710991041115,17.220007867732022,1.3371398382195105,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2213,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.84820715989605,12.86851002441341,12.909248827468316,17.131421603160618,17.35085285735191,1.344063708837399,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2214,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.90113711376165,12.921439978279011,12.946985715688351,16.948698287310663,17.393938613308524,1.3434739942774196,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2215,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.07408620376793,13.094389068285295,12.95369014424726,17.113199383472306,17.29768178505665,1.3353478115067126,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2216,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.9978575514706,13.01816041598795,12.979469460061152,17.162756600136277,17.237163663372158,1.3280329921351768,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2217,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.02046260608586,13.040765470603219,13.00429530193934,17.346608886746367,17.324244535323995,1.332194027671797,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2218,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.9116428182775,12.93194568279489,13.009361451361304,17.711798180941855,17.223631545444388,1.3239413486848812,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2219,IPSL-CM6A-LR,r1i1p1f1,ssp585,298.9740194325761,12.994322297093447,13.03871649031723,17.752862744451647,17.259012991472368,1.3236742285399947,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2220,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.0053599032922,13.025662767809536,13.066820733521308,16.56709351697498,17.313143317514175,1.3249698354779946,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2221,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.0490972018245,13.06940006634187,13.077568843597692,16.87639831924963,17.394400909478552,1.3300943866179091,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2222,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.0761763629401,13.09647922745745,13.103846124141993,17.905141375078472,17.468401631232915,1.3330743863856767,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2223,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.0215981013909,13.041900965908269,13.118421040013816,16.94396810236543,17.439657520985442,1.3294021794079476,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2224,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.17111258841123,13.191415452928595,13.141024109831118,17.520617509468423,17.426920317771586,1.3261462860215045,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2225,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.2102837890065,13.230586653523858,13.166290019747759,17.54413187377054,17.421585222886595,1.323196222835471,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2226,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.1923154146082,13.212618279125536,13.200384644278556,18.007032895080442,17.525893355914015,1.3276805053942322,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
