year,incumbent_hindcast_cm,stock_hindcast_cm,A_hindcast_cm,B_hindcast_cm,A+B_hindcast_cm,A+B'_hindcast_cm,A+B+C_hindcast_cm,A+B'+C_hindcast_cm,A+B+C+D_hindcast_cm,A+B'+C+D_hindcast_cm,A+B'+C+D2_hindcast_cm
2224,21.6991935,9.66048674,3.96291166,9.66286553,3.95790613,1.62828963,25.2827279,13.0169209,16.4299604,13.084913,2.33302732
2225,21.8189758,9.68893889,3.96566524,9.69060964,3.96064841,1.62828963,25.3996413,13.0735222,16.5035918,13.1418093,2.33368234
2226,21.9386869,9.71109999,3.96838582,9.71014081,3.96335777,1.62828963,25.5165368,13.1301235,16.5772231,13.1987057,2.33432831
2227,22.0583105,9.72829613,3.97107378,9.72551573,3.96603461,1.62828963,25.6334139,13.1867249,16.6508545,13.255602,2.33496535
2228,22.1778278,9.7414388,3.97372951,9.73769014,3.96867932,1.62828963,25.7502722,13.2433262,16.7244859,13.3124983,2.33559357
2229,22.2972248,9.75130095,3.9763534,9.74721678,3.97129229,1.62828963,25.8671115,13.2999276,16.7981173,13.3693947,2.33621311
2230,22.4166014,9.76109508,3.97894584,9.75784597,3.97387388,1.62828963,25.9839339,13.356529,16.8717487,13.426291,2.33682408
2231,22.5359721,9.77117948,3.9815072,9.76888076,3.97642449,1.62828963,26.1007396,13.4131305,16.9453801,13.4831874,2.3374266
2232,22.6554622,9.78439894,3.98403784,9.78371998,3.97894449,1.62828963,26.2175311,13.4697321,17.0190115,13.5400837,2.33802078
2233,22.77507,9.79987129,3.98653815,9.80027481,3.98143423,1.62828963,26.3343084,13.5263338,17.0926429,13.5969801,2.33860675
2234,22.8947609,9.81617698,3.98900849,9.81694123,3.9838941,1.62828963,26.4510706,13.5829356,17.1662743,13.6538764,2.33918461
2235,23.0147268,9.8375979,3.9914492,9.83980145,3.98632443,1.62828963,26.5678213,13.6395376,17.2399056,13.7107728,2.33975448
2236,23.1348614,9.8602464,3.99386066,9.86251181,3.98872559,1.62828963,26.6845582,13.6961398,17.313537,13.7676691,2.34031647
2237,23.2549209,9.87806128,3.9962432,9.87845126,3.99109793,1.62828963,26.801277,13.7527419,17.3871684,13.8245654,2.34087069
2238,23.3749147,9.89258693,3.99859719,9.89182113,3.99344179,1.62828963,26.9179777,13.8093441,17.4607998,13.8814618,2.34141724
2239,23.4948615,9.90516732,4.00092295,9.90404587,3.99575752,1.62828963,27.0346607,13.8659463,17.5344312,13.9383581,2.34195624
2240,23.6147551,9.91618953,4.00322082,9.91505596,3.99804546,1.62828963,27.1513258,13.9225485,17.6080626,13.9952545,2.34248778
2241,23.7345384,9.92474098,4.00549115,9.92342999,4.00030593,1.62828963,27.2679721,13.9791508,17.681694,14.0521508,2.34301196
2242,23.8546054,9.94077397,4.00773426,9.9422663,4.00253926,1.62828963,27.3846064,14.0357532,17.7553254,14.1090472,2.3435289
2243,23.9746877,9.95591535,4.00995048,9.95741457,4.00474579,1.62828963,27.5012239,14.0923557,17.8289568,14.1659435,2.34403869
2244,24.0950572,9.97683911,4.01214012,9.97999587,4.00692584,1.62828963,27.6178292,14.1489583,17.9025882,14.2228398,2.34454143
2245,24.2156526,10.0005162,4.01430352,10.0041864,4.00907972,1.62828963,27.7344211,14.205561,17.9762195,14.2797362,2.34503721
2246,24.336376,10.0238667,4.01644098,10.0268794,4.01120774,1.62828963,27.8509978,14.2621638,18.0498509,14.3366325,2.34552614
2247,24.4571979,10.0462782,4.01855281,10.0484902,4.01331022,1.62828963,27.967559,14.3187667,18.1234823,14.3935289,2.34600831
2248,24.5779033,10.0629096,4.02063933,10.0631144,4.01538747,1.62828963,28.0841011,14.3753696,18.1971137,14.4504252,2.3464838
2249,24.6985995,10.0779138,4.02270083,10.0777547,4.01743978,1.62828963,28.200626,14.4319726,18.2707451,14.5073216,2.34695272
2250,24.8191638,10.088832,4.02473762,10.0879111,4.01946745,1.62828963,28.3171317,14.4885755,18.3443765,14.5642179,2.34741516
2251,24.9396811,10.098818,4.02674998,10.0982834,4.02147079,1.62828963,28.4336195,14.5451785,18.4180079,14.6211143,2.3478712
2252,25.0603483,10.1128124,4.02873823,10.1141897,4.02345009,1.62828963,28.5500923,14.6017815,18.4916393,14.6780106,2.34832093
2253,25.180969,10.1250301,4.03070263,10.1263345,4.02540562,1.62828963,28.6665473,14.6583846,18.5652707,14.7349069,2.34876445
2254,25.3014102,10.1328009,4.03264348,10.1331261,4.02733769,1.62828963,28.7829823,14.7149877,18.6389021,14.7918033,2.34920183
2255,25.4220586,10.1465761,4.03456107,10.1491906,4.02924656,1.62828963,28.8994032,14.7715909,18.7125334,14.8486996,2.34963316
2256,25.5429465,10.1654692,4.03645567,10.1698584,4.03113252,1.62828963,29.0158103,14.8281941,18.7861648,14.905596,2.35005852
2257,25.6639562,10.185239,4.03832755,10.1896409,4.03299584,1.62828963,29.1322019,14.8847975,18.8597962,14.9624923,2.350478
2258,25.7851765,10.2077744,4.04017699,10.2125521,4.0348368,1.62828963,29.2485791,14.9414009,18.9334276,15.0193887,2.35089168
2259,25.9063719,10.2266507,4.04200426,10.2298499,4.03665566,1.62828963,29.3649387,14.9980044,19.007059,15.076285,2.35129964
2260,26.0274772,10.2413365,4.04380962,10.2430534,4.03845269,1.62828963,29.4812797,15.0546079,19.0806904,15.1331814,2.35170196
2261,26.1484749,10.2525924,4.04559333,10.2534925,4.04022815,1.62828963,29.5976019,15.1112114,19.1543218,15.1900777,2.35209871
2262,26.2694183,10.2626601,4.04735567,10.2637374,4.0419823,1.62828963,29.7139061,15.1678149,19.2279532,15.246974,2.35248998
2263,26.3902712,10.2710113,4.04909687,10.2722228,4.0437154,1.62828963,29.8301917,15.2244185,19.3015846,15.3038704,2.35287583
2264,26.5110175,10.2777414,4.0508172,10.2791445,4.04542769,1.62828963,29.9464585,15.281022,19.375216,15.3607667,2.35325635
2265,26.6315911,10.2817195,4.0525169,10.2830075,4.04711943,1.62828963,30.0627056,15.3376255,19.4488473,15.4176631,2.3536316
2266,26.7523006,10.2911332,4.05419623,10.2947706,4.04879087,1.62828963,30.1789373,15.3942292,19.5224787,15.4745594,2.35400167
2267,26.8732948,10.3080441,4.05585542,10.3142562,4.05044224,1.62828963,30.2951556,15.4508329,19.5961101,15.5314558,2.35436661
2268,26.9943647,10.3253063,4.05749473,10.3313128,4.0520738,1.62828963,30.4113576,15.5074366,19.6697415,15.5883521,2.35472651
2269,27.1155227,10.3431217,4.05911437,10.3487711,4.05368577,1.62828963,30.5275435,15.5640405,19.7433729,15.6452484,2.35508143
2270,27.2368245,10.3626847,4.06071461,10.3683884,4.05527839,1.62828963,30.643714,15.6206444,19.8170043,15.7021448,2.35543145
2271,27.3581237,10.3799572,4.06229565,10.3845415,4.0568519,1.62828963,30.7598672,15.6772483,19.8906357,15.7590411,2.35577662
2272,27.4792091,10.3904761,4.06385774,10.3928563,4.05840652,1.62828963,30.8760002,15.7338522,19.9642671,15.8159375,2.35611702
2273,27.6001883,10.3987736,4.06540111,10.4008304,4.05994248,1.62828963,30.9921144,15.7904561,20.0378985,15.8728338,2.35645271
2274,27.7212204,10.4093318,4.06692597,10.4126851,4.06146001,1.62828963,31.108212,15.8470601,20.1115298,15.9297302,2.35678376
2275,27.8421475,10.4176806,4.06843255,10.4208573,4.06295932,1.62828963,31.224291,15.903664,20.1851612,15.9866265,2.35711023
2276,27.9629729,10.4245337,4.06992106,10.4277227,4.06444063,1.62828963,31.3403512,15.960268,20.2587926,16.0435229,2.35743218
2277,28.0840601,10.4391397,4.07139174,10.445108,4.06590417,1.62828963,31.4563977,16.0168721,20.332424,16.1004192,2.35774968
2278,28.2051529,10.4530664,4.07284478,10.4588157,4.06735014,1.62828963,31.5724271,16.0734762,20.4060554,16.1573155,2.35806279
2279,28.3261854,10.4649065,4.0742804,10.4698495,4.06877876,1.62828963,31.6884383,16.1300803,20.4796868,16.2142119,2.35837157
2280,28.4473839,10.4807694,4.0756988,10.4868803,4.07019023,1.62828963,31.8044346,16.1866845,20.5533182,16.2711082,2.35867608
2281,28.5683633,10.4901208,4.07710021,10.494159,4.07158475,1.62828963,31.9204106,16.2432887,20.6269496,16.3280046,2.35897638
2282,28.6892141,10.4970352,4.07848481,10.5005479,4.07296254,1.62828963,32.0363676,16.2998929,20.700581,16.3849009,2.35927253
2283,28.8099659,10.5029322,4.07985281,10.5066556,4.0743238,1.62828963,32.1523059,16.3564971,20.7742124,16.4417973,2.35956458
2284,28.9307035,10.5101658,4.08120441,10.5148454,4.07566871,1.62828963,32.2682269,16.4131013,20.8478437,16.4986936,2.35985259
2285,29.0514204,10.5181973,4.08253981,10.5235113,4.07699749,1.62828963,32.3841303,16.4697055,20.9214751,16.5555899,2.36013661
2286,29.1720447,10.5250431,4.0838592,10.5302413,4.07831031,1.62828963,32.5000152,16.5263098,20.9951065,16.6124863,2.36041671
2287,29.2928556,10.5378692,4.08516277,10.5450508,4.07960738,1.62828963,32.6158855,16.5829141,21.0687379,16.6693826,2.36069294
2288,29.4136119,10.5490579,4.08645071,10.5555953,4.08088888,1.62828963,32.7317379,16.6395185,21.1423693,16.726279,2.36096534
2289,29.5344902,10.5634111,4.08772321,10.5706894,4.082155,1.62828963,32.8475748,16.6961229,21.2160007,16.7831753,2.36123398
2290,29.6555772,10.5821565,4.08898046,10.5904121,4.08340592,1.62828963,32.9633976,16.7527274,21.2842033,16.8400717,2.3614989
2291,29.7766207,10.5978265,4.09022263,10.6045839,4.08464183,1.62828963,33.0792026,16.8093319,21.346856,16.896968,2.36176016
2292,29.897579,10.6102859,4.09144991,10.6157436,4.08586291,1.62828963,33.1949893,16.8659364,21.4044791,16.9538644,2.3620178
2293,30.0184264,10.6198384,4.09266248,10.6244898,4.08706933,1.62828963,33.3107572,16.9225409,21.4575474,17.0107607,2.36227188
2294,30.1391891,10.6279614,4.09386051,10.6325483,4.08826127,1.62828963,33.4265069,16.9791454,21.5065043,17.067657,2.36252245
2295,30.2596513,10.6297732,4.09504417,10.6329958,4.08943891,1.62828963,33.542235,17.0357499,21.5516852,17.1245534,2.36276955
2296,30.3800081,10.6318856,4.09621365,10.6360551,4.09060241,1.62828963,33.6579446,17.0923544,21.5935045,17.1814497,2.36301323
2297,30.5002176,10.6331828,4.0973691,10.6379478,4.09175195,1.62828963,33.7736349,17.1489589,21.6322728,17.2383461,2.36325355
2298,30.6207386,10.6451958,4.09851071,10.6538074,4.09288769,1.62828963,33.8893127,17.2055635,21.6684082,17.2952424,2.36349054
2299,30.741354,10.6594848,4.09963862,10.6685915,4.09400979,1.62828963,34.0049749,17.2621682,21.7021048,17.3521388,2.36372425
2300,30.8621481,10.6774784,4.10075302,10.6870848,4.09511844,1.62828963,34.1206228,17.3187729,21.7336209,17.4090351,2.36395473
