year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.17867082486161,-0.6408373361947939,-0.15397748312212708,-1.4846335664201944,0.1830111186337296,-0.6340783032503996,-7.301600390751463,-6.39694778938694,-5.270203165160988,-8.157823592761133,-4.50553668885454,-7.27700420293,-4.522767351704268,-4.107905915935202,-3.7010401479161974,-5.215342566594308,-2.953234419577584,-4.130332357233222,-4.029521324615034,-3.6234454793199635,-3.2205585174861397,-4.828089610266271,-2.453863302324338,-3.6098928928375242,-15.076162288750279,-13.468272091036908,-12.036546380564186,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1966,-0.5073706567284397,-0.3714725588812614,-0.2304031984886724,-0.6389999490155438,-0.10800822203958858,-0.27591704455288973,-2.0477205664171585,-1.841482202759639,-1.5655049462269637,-2.5872874910050743,-1.0825305224458492,-1.60752426061,-1.0412371974036114,-0.8971776493269465,-0.7444142400689686,-1.2471750264412904,-0.558470337813147,-0.5829888170415709,-2.504946533809701,-2.252510028530028,-2.0020558883824586,-2.897589924913448,-1.624707744658366,-2.034507989883423,-4.990451750994616,-4.469144061460611,-4.005189941565228,NaN,NaN,-4.285064238141662,-1.60752426061,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1967,-0.4973105368259435,-0.3665909369846136,-0.23001933607232974,-0.6402061253251727,-0.09547298267269282,-0.2704956444826994,-1.9822571546595245,-1.7840849505878311,-1.5210148309847513,-2.4755858451293062,-1.0617173805531182,-1.57432399663,-1.0018311138852956,-0.8618597903255689,-0.7113551283013594,-1.220143090716568,-0.5232466098698618,-0.5461797540838069,-2.443067178244025,-2.196866577825843,-1.952599372441913,-2.883866189548713,-1.4869107304454636,-2.1567160129547114,-4.916683577509056,-4.408325047090799,-3.958997500952741,NaN,NaN,-4.569899013233658,-1.57432399663,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1968,-0.48626810980948876,-0.36051179789135623,-0.22813510798619538,-0.6205628805478332,-0.11520268880965423,-0.2649793061343107,-1.9118650600427163,-1.7220673984540529,-1.4724743076045803,-2.4079386955842383,-0.9927787544927535,-1.55316139134,-0.9771122752904392,-0.8418742552633187,-0.6970957254283144,-1.1848443085902198,-0.5070830829094322,-0.4902192896062678,-2.373012497046946,-2.1338716716224355,-1.896608801343352,-2.7894663434086335,-1.483322609175867,-2.3616812229156494,-4.925058150447259,-4.433737750887005,-4.003455652005987,NaN,NaN,-4.540422925162573,-1.55316139134,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1969,-0.47489119080594555,-0.3538289633135133,-0.22524470097498958,-0.6103773645315446,-0.1009342112937959,-0.2596308144656095,-1.8444927854083986,-1.6630827422836423,-1.425304186417479,-2.331128482106378,-0.9901203696311683,-1.5060065833,-0.9419513413947409,-0.8114094228947466,-0.6704541174868259,-1.1424299923453867,-0.486295111878023,-0.4493830507451839,-2.3223255905891196,-2.0882927486512624,-1.8560977492437891,-2.700591357284968,-1.454419906636982,-2.2940184116363525,-4.705472576509249,-4.22930790834295,-3.8136805078981957,NaN,NaN,-4.056282556672161,-1.5060065833,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1970,-0.4632903134788483,-0.3466711283500108,-0.22176161682023005,-0.5920433013705767,-0.09963331014917567,-0.25425337878140536,-1.7645065257208348,-1.5926786294152104,-1.3677063455445926,-2.2381799186440343,-0.9252916371014585,-1.47674499425,-0.9156506134809665,-0.7900450135742982,-0.6549726987322053,-1.1054014874155909,-0.46506890625523095,-0.43406332189386587,-2.2832702501793993,-2.0531732182528417,-1.8248831212328898,-2.6715284948419296,-1.4523661744900185,-2.2299360752105715,-4.666123995177781,-4.204405247871313,-3.801139756128133,NaN,NaN,-4.213299142025142,-1.47674499425,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1971,-0.45225158710806707,-0.33966047575223374,-0.21920775718298374,-0.5891494782504259,-0.09620937041627392,-0.2487426194277677,-1.6965193086020718,-1.5333429051852225,-1.3206351686474642,-2.147523378618816,-0.8545812551658889,-1.42996688756,-0.8866718138317315,-0.7656943627916544,-0.6350357622125073,-1.079717576083559,-0.45079507531339696,-0.3854952638799498,-2.2244383532727507,-2.000270117930726,-1.7778622590959523,-2.6050317308230455,-1.4202395113390098,-2.01857705116272,-4.638929013728631,-4.19723475957708,-3.8093086943936334,NaN,NaN,-4.173902702036516,-1.42996688756,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1972,-0.4403624685868597,-0.3325729074036549,-0.21581666878551475,-0.5564075043711061,-0.10391877362079696,-0.24328188029202552,-1.6360985179365237,-1.481930952217136,-1.2810618867479644,-2.0883691514304816,-0.8786088758262235,-1.42581516179,-0.8743399562345152,-0.7581006685957323,-0.6342635477040277,-1.0779146242601831,-0.453943758449056,-0.41572569066828,-2.161054604852114,-1.9432738798728344,-1.7272033707562109,-2.5727317017014957,-1.3688465078722725,-1.9049362659454347,-4.480873374457503,-4.056647874327525,-3.6821724833291762,NaN,NaN,-3.9113406376789097,-1.42581516179,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1973,-0.42792564497640084,-0.32493587105907196,-0.21202942159833849,-0.5676313543606104,-0.09170029660705585,-0.23790487376126385,-1.5856821751635726,-1.438885131786948,-1.2496928498832056,-2.032152242712447,-0.8363252607599124,-1.39842201146,-0.8573203019093765,-0.7472065299496877,-0.6307371332295051,-1.0548405727630197,-0.45712953917926397,-0.4206208055669609,-2.094603840304258,-1.8835197048725845,-1.6740931974830842,-2.5183468745926216,-1.3010029384807882,-1.8290678501129145,-4.496858455960859,-4.088735375671597,-3.7286778654563344,NaN,NaN,-4.162824001511423,-1.39842201146,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1974,-0.415068593595152,-0.31641484281738025,-0.20736782583802182,-0.5374344740663215,-0.09508276190841308,-0.2324612530795011,-1.5183136033608673,-1.37951644703318,-1.2027400082017226,-1.9392474814005238,-0.785981447315762,-1.35760646733,-0.8355207016820161,-0.7308386033588548,-0.6193210039304063,-1.0286103023009923,-0.43602778383964863,-0.39651621038263496,-2.035559297223131,-1.830425387838225,-1.626902379812162,-2.473537763083587,-1.1811508728699982,-1.7317896366119383,-4.870809407733527,-4.474880886118852,-4.130030797653166,NaN,NaN,-4.361543907751239,-1.35760646733,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1975,-0.40193492320025875,-0.3078499595230705,-0.2017681860138505,-0.5134307698582957,-0.08711864262567678,-0.2270876320925626,-1.46349344481942,-1.3313661916104111,-1.1668676026824738,-1.8874117741076375,-0.746064262790832,-1.32605033788,-0.7956574445368384,-0.6943697139111396,-0.5854368614970388,-0.9864703782469608,-0.3981712518989317,-0.39089840108698093,-1.9720378554314448,-1.7733053324872436,-1.5761334412894805,-2.3788621842036908,-1.1794895046021627,-1.4828915119171144,-4.50204664563471,-4.119551756003588,-3.7905843308356757,NaN,NaN,-4.301519260432482,-1.32605033788,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1976,-0.38879819807372384,-0.29927567640209235,-0.1969638746341391,-0.50636007496367,-0.09266533984607929,-0.22159060564908123,-1.4106704144052427,-1.2858225167919066,-1.1297795644622608,-1.8257306522197543,-0.7083510740783006,-1.31339240941,-0.7717092498583333,-0.6756949440156736,-0.57216451121375,-0.9637414941929496,-0.38599860293737664,-0.4085678880864929,-1.9039551747593377,-1.7120836980478478,-1.5217189737961754,-2.42980173765038,-0.9908354293022655,-1.5214472293853758,-4.30639074019405,-3.9393856829097262,-3.6262767098869046,NaN,NaN,-3.963633987688109,-1.31339240941,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1977,-0.3758479832051035,-0.2903641268540127,-0.19139971787208124,-0.48680571493522373,-0.08982528154932269,-0.21624631014737222,-1.3547686387106903,-1.2366369949061573,-1.0904253394821402,-1.7855954211025749,-0.7085894665418802,-1.25747276219,-0.7378716584863305,-0.6462574357442139,-0.5461654505432011,-0.9250258166242027,-0.37392905228364776,-0.40815065557306496,-1.8395917269017228,-1.6542064899664635,-1.4702770695316734,-2.3288311073575008,-0.974877943616499,-1.4027002811431886,-4.058239868803172,-3.706081460055459,-3.404496589769559,NaN,NaN,-3.764184937145327,-1.25747276219,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1978,-0.3625724540965562,-0.2808135875441239,-0.18528936896755316,-0.47870455494503183,-0.08638611826716608,-0.2107981118288908,-1.2751621408823843,-1.1642565909798366,-1.028487361231473,-1.6815523021108754,-0.6542019498233003,-1.19689861211,-0.6812327413349154,-0.5904963162823926,-0.48999881711593274,-0.8782185694857029,-0.31749539938451465,-0.40049865896051595,-1.7667225155484299,-1.5886806884657294,-1.412037010631187,-2.3580251758995177,-0.8404784480994074,-1.3702120304107668,-4.138936865536642,-3.8015092689798173,-3.5142773328303645,NaN,NaN,-4.152141138121722,-1.19689861211,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1979,-0.34837275171526294,-0.270641788571409,-0.17861585129436838,-0.46286864797766236,-0.07401905884179305,-0.20536288348111248,-1.21320140009629,-1.1084400922618793,-0.9829178570277138,-1.6073709319231406,-0.6091156502010725,-1.13455577764,-0.6434961822797904,-0.5567121165095599,-0.4597766270330662,-0.8366501840006545,-0.29047824144773265,-0.389603788202459,-1.6830764949138264,-1.5134641128689954,-1.3451836842663416,-2.3834123783511516,-0.6181730295508872,-1.4052307605743404,-4.003352638093412,-3.6808879457642223,-3.407757598057806,NaN,NaN,-3.820633753073221,-1.13455577764,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1980,-0.33367634225405896,-0.259712880999283,-0.17253488296423813,-0.4392536168864972,-0.06935213971904423,-0.19993166056546302,-1.1477395362101697,-1.0487174468137717,-0.9325844532107262,-1.5038913451022937,-0.5475357247205254,-1.090385398,-0.609261241660254,-0.5274490205994677,-0.43444278881227166,-0.7914329289556131,-0.26314415018371284,-0.3607046907598319,-1.5931573221601212,-1.4326065633560314,-1.273316597739651,-2.0145871777635067,-0.853777584184774,-1.0921608448028564,-3.603881348706856,-3.297038749080787,-3.0388102556792993,NaN,NaN,-3.3717894669527557,-1.090385398,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1981,-0.31850353706305057,-0.2486094368121416,-0.1662022833635293,-0.4272168628333834,-0.05801039820143712,-0.19452041712674234,-1.0745964968209496,-0.9820887126826983,-0.8742836948409014,-1.4583786973948647,-0.5045069946169034,-1.04518371495,-0.5543297394555282,-0.4735890253249946,-0.38120052075836863,-0.7485359100446455,-0.2138661395074246,-0.3079829996282405,-1.5137303835818654,-1.3611838909483847,-1.209835334594707,-1.9217058533643276,-0.7720836036841513,-1.1296556949615475,-3.463491563081256,-3.1741734023225026,-2.9295285662805908,NaN,NaN,-3.5930862101710876,-1.04518371495,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1982,-0.3026656598001226,-0.23671700775478305,-0.15921330411203047,-0.4170385571173353,-0.05498113016692615,-0.1890497597781095,-0.9756071069677319,-0.8921136699768653,-0.793232311727183,-1.3447814985458495,-0.43244093832096137,-1.00738120946,-0.5275864158701443,-0.4522080114955336,-0.36492280891794904,-0.6999210340232122,-0.19206035442732436,-0.2692658250982112,-1.4339938351191295,-1.2894828096564326,-1.1461066185464943,-1.9117887486991285,-0.6649228135962307,-1.2615566730499266,-3.281120381173919,-3.0126993988453843,-2.781174562298472,NaN,NaN,-3.26564094942428,-1.00738120946,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1983,-0.28641796664118674,-0.22436834526476723,-0.15181626524895345,-0.3965972043520509,-0.04718160469696914,-0.1837081822482023,-0.9316436703350053,-0.8531571302199144,-0.761776249895167,-1.2770971751909679,-0.4014925374608972,-0.98260436925,-0.511362571138892,-0.4421185994464807,-0.3621791997007224,-0.6994145762903126,-0.18824944107331087,-0.2925846880132503,-1.4110256623667272,-1.2688292592658332,-1.127749513960155,-1.9905142330123577,-0.5777547830564574,-1.4041773319244384,-3.0968903260643326,-2.841094892499493,-2.6227466394327843,NaN,NaN,-3.0319987114894285,-0.98260436925,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1984,-0.27197492345251734,-0.21367062734870745,-0.14543961024536065,-0.38466143501289785,-0.044471772565410614,-0.17819761362942788,-0.879145282299952,-0.8063293200303301,-0.7221546287541001,-1.2114918484782329,-0.38435643101115097,-0.923342284289,-0.5107595964303316,-0.4448532177656084,-0.3766170883994873,-0.6997216086410535,-0.19571685930403,-0.30610683614557455,-1.4511269963522462,-1.30488937302101,-1.1598001428873908,-2.0786032588074526,-0.5508996317205814,-1.3752907276153565,-3.1560838112645335,-2.916724175378076,-2.7059299124483793,NaN,NaN,-2.868843014957873,-0.923342284289,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1985,-0.25958015997968603,-0.2057763467898246,-0.1406683435229252,-0.38125089160239944,-0.04320484626973008,-0.1728599938479337,-0.82907571034067,-0.761784560881853,-0.6844184368617738,-1.153059612088902,-0.3653285643597053,-0.869401892749,-0.5031960355337587,-0.44470279782831623,-0.38440608445901564,-0.6897709762936827,-0.21790262081753708,-0.2849181955510921,-1.410488237447697,-1.2683459934542247,-1.127319981948519,-1.9187868493403002,-0.6179134507950061,-1.2075136661529546,-3.129759517887247,-2.902891084378005,-2.7035087426817324,NaN,NaN,-2.8990094701234406,-0.869401892749,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1986,-0.24640557011496408,-0.1971762303746758,-0.1350813436046066,-0.35891858014600214,-0.02426875906711136,-0.16734274950894445,-0.7689363995418022,-0.7076709813326238,-0.6374986521652297,-1.106345711506134,-0.30429235388575143,-0.834535559741,-0.44490104216123805,-0.38494106929549243,-0.32613799389880976,-0.6277380415047753,-0.15752456549347946,-0.2674289529973811,-1.3230441825890138,-1.189714131318249,-1.0574311110401209,-1.7631243547487312,-0.6019285780165012,-1.0398712635040286,-2.939350929229355,-2.7275966338279014,-2.5433606862229343,NaN,NaN,-2.87330639322433,-0.834535559741,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1987,-0.23146608693207837,-0.1859197480936567,-0.12793811744959874,-0.34590843431637597,-0.01817433828206454,-0.16192802515896887,-0.7217292100749001,-0.665797065934933,-0.6023331961294779,-1.057249157964613,-0.28501749870117055,-0.80257192525,-0.4076079687054707,-0.3517012468840939,-0.2959900840570157,-0.5941166488136003,-0.11775922658395517,-0.2675323312932796,-1.2375872647161401,-1.1128691520271508,-0.9891304414165668,-1.7587104228965815,-0.4837736544138132,-1.0571058750152584,-2.4652319320401967,-2.265739979204445,-2.0952463349311143,NaN,NaN,-2.2641210585903915,-0.80257192525,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1988,-0.21590748401489948,-0.1742732460707608,-0.12115484054966202,-0.33790636329959656,-0.004773527983695873,-0.15648268786343666,-0.6615874829754103,-0.6100114430121812,-0.5530849882587756,-0.9538786333022867,-0.27570405670970477,-0.756219824878,-0.3654543479399953,-0.3132634599173989,-0.2603314162175926,-0.5438088408909069,-0.0806836356571966,-0.24032619649713705,-1.1383421434409433,-1.023625478384717,-0.9098096747812607,-1.6275498256607817,-0.4118961945241278,-0.9519709110260006,-2.3080003663616484,-2.124571490258747,-1.967780158421905,NaN,NaN,-2.3658943766703318,-0.756219824878,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1989,-0.19970867160099742,-0.1614749588799389,-0.11377294430557605,-0.31111997494461796,-0.004773489252444796,-0.15115498629483315,-0.5955447308961643,-0.5496253481391262,-0.49902306301693483,-0.8599945366675876,-0.21616330880581833,-0.703258570758,-0.3295562148189146,-0.2817308210299809,-0.23194651651075174,-0.5123545956422545,-0.06657229128903351,-0.2040105646306819,-1.0244424650354758,-0.9212040636392029,-0.8187763857434601,-1.5607419176250734,-0.2605302369861958,-0.9955696582794187,-2.276842626362936,-2.11070819039045,-1.9676611114878644,NaN,NaN,-2.528762061984929,-0.703258570758,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1990,-0.18223633704985462,-0.14752936889007628,-0.1061853322295477,-0.3025568322676144,0.019116347844067016,-0.14561819163235762,-0.550068047317598,-0.5083981008502727,-0.4633379079515616,-0.8153918555028222,-0.20064951015367438,-0.616762503711,-0.3200756309744603,-0.2782272816959419,-0.23671159498743646,-0.49112136033686643,-0.06441610835381457,-0.18309095556085775,-0.8960833100191496,-0.8057803290303107,-0.7161864906460205,-1.4694022151788364,-0.1257943766013734,-0.9834099292755125,-2.070468412634611,-1.9218123777166776,-1.7952285749579502,NaN,NaN,-2.179715392854077,-0.616762503711,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1991,-0.16306219832762542,-0.13256599306493905,-0.09596203339234062,-0.2932437896004201,0.02048274524706901,-0.14028843966397375,-0.49886489193505307,-0.4622196649694379,-0.4226999654205809,-0.7509364007630562,-0.182218962290904,-0.549639662829,-0.300688240050419,-0.2652605518819229,-0.229963341104149,-0.47039053746758197,-0.05634155652621488,-0.16452606374567214,-0.7719332899901818,-0.6941415529594525,-0.6169607086634507,-1.2203629575643478,-0.12816086584683248,-0.7139692783355716,-1.7915946301127632,-1.6621183230265706,-1.5506833792911783,NaN,NaN,-1.7564531798143612,-0.549639662829,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1992,-0.14353336969040495,-0.11669147827965173,-0.08579752873410176,-0.2655084649609271,0.038616709418916276,-0.15604604807767014,-0.44664137618013305,-0.4142002982114348,-0.3794021928124547,-0.7021556919240091,-0.1340057751045838,-0.532529887286,-0.26444067986392894,-0.23290368830474817,-0.20078909064958725,-0.436714831786739,-0.03627581950897555,-0.188701326196844,-0.7698427480412596,-0.6922616858080173,-0.6152898618959608,-1.3053361781250445,-0.049536411290219205,-0.7196871280670165,-1.5034521660611062,-1.386897539262315,-1.2864777812677552,NaN,NaN,-1.3626232316025886,-0.532529887286,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1993,-0.12730184715845347,-0.1038736049839465,-0.07751295538874871,-0.2717284067169893,0.05560745777505909,-0.1528996380892667,-0.4117539136886057,-0.3829449333360233,-0.3520291146189818,-0.6309755982709896,-0.13017795300774013,-0.457681330768,-0.25260373976186895,-0.22774048294957838,-0.20230854505205564,-0.4229579908369287,-0.02414247776016565,-0.1796168153936214,-0.9612261060925239,-0.8643583463497453,-0.7682512819316233,-1.5364339218354084,-0.19599579282052043,-0.7577068805694576,-1.8850336956916438,-1.7630141955333034,-1.6542748257826416,NaN,NaN,-1.3434786406719077,-0.457681330768,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1994,-0.11722011546949102,-0.09764494681682015,-0.07432438472121852,-0.24879076081780388,0.05425519113603548,-0.11916503039273352,-0.35599663501970885,-0.33157313613995143,-0.3054966926366005,-0.5481036761209382,-0.10067657825711453,-0.388064822284,-0.24394329447295982,-0.22442467824080925,-0.20298701310454376,-0.413458832205542,-0.024010936351563445,-0.15549810582941237,-0.9438732816252956,-0.8487542563589277,-0.7543821937352199,-1.426850098684054,-0.2654940745832362,-0.6639641284942628,-1.8073712262284871,-1.6937882782074527,-1.5880615575716936,NaN,NaN,-1.1756852332699044,-0.388064822284,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1995,-0.10554093092503233,-0.08942346360275166,-0.06897871594757828,-0.22369676829153032,0.041536063397416376,-0.09468263712796304,-0.30609872506457303,-0.2852802768476823,-0.2635249262755028,-0.49629700900906804,-0.08601693425608328,-0.305494746295,-0.22312990807924807,-0.2074160203692368,-0.1889338931870988,-0.39786523606768887,-0.008559759447638607,-0.1020575826818294,-0.8025206916264208,-0.7216465028665142,-0.641407413105887,-1.3093338473744784,-0.13339319627978508,-0.7604019641876225,-1.4655530851835,-1.3684344157473585,-1.2774625905985473,NaN,NaN,-1.057131669360948,-0.305494746295,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1996,-0.09011264815957319,-0.07742254356931297,-0.06054186047903323,-0.20414131766337232,0.05214671715700719,-0.0823554429140958,-0.24600770801454566,-0.2289332311273684,-0.21180308568519757,-0.3950744469139586,-0.06312704919648596,-0.279520663348,-0.19884761859225797,-0.18583225691413352,-0.16993285465515348,-0.36341763323870113,0.003836282018646551,-0.13944633657282057,-0.6491501867704013,-0.5837319423734868,-0.5188274225924003,-1.1368334771781383,-0.031572778447730494,-0.4555838108062744,-1.228434143632031,-1.1499000870728087,-1.0748749608104333,NaN,NaN,-0.9875334270864919,-0.279520663348,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1997,-0.07436630905414249,-0.062279602085833274,-0.04947071916612401,-0.189425499198439,0.06590876420292574,-0.06694213477048011,-0.19667744499655013,-0.18273029827784892,-0.1688813852247867,-0.32645190785581685,-0.03038582366606568,-0.210148772326,-0.14777603461372796,-0.1380472052275028,-0.1261291436154083,-0.3255642557462501,0.05352101678648443,-0.1368076151067561,-0.4949977467044982,-0.44511424635315344,-0.3956224774261292,-1.0348725945759352,0.10559756621857393,-0.42439217567443843,-1.0361618618511732,-0.9777280912257109,-0.919864457870981,NaN,NaN,-0.8148721992149919,-0.210148772326,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
